Pays;Secteur;Type;Nom;WGS 84;Adresse;Département;Code postal;Ville;Lundi;Mardi;Mercredi;Jeudi;Vendredi ;Samedi;Dimanche et fêtes;Ouvert le lundi;Ouvert le mardi;Ouvert le mercredi;Ouvert le jeudi;Ouvert le vendredi;Ouvert le samedi;Ouvert le dimanche;Rendez-vous;GUICHET VENTE VOYAGES;BLS
(borne libre service);lu;ma;me;je;ve;LU - VE;Ouvert lundi - vendredi;Particularités;Particularités EN;Particularités ES;Particularités DE;Particularités IT;Particularités NL;Dates d'ouverture
si pdv saisonnier;Dates d'ouverture si pdv saisonnier EN;Dates d'ouverture si pdv saisonnier ES;Dates d'ouverture si pdv saisonnier DE;Dates d'ouverture si pdv saisonnier IT;Dates d'ouverture si pdv saisonnier NL;Si travaux, 
dates de fermeture;Si travaux, dates de fermeture EN;Si travaux, dates de fermeture ES;Si travaux, dates de fermeture DE;Si travaux, dates de fermeture IT;Si travaux, dates de fermeture NL;URL profonde service rendez-vous 
France;SUD-EST;Gare;BRIANCON;44.88961284, 6.63261557;Avenue du Général De Gaulle;05;5100.0;Briançon;4:30-20:30;5:45-20:30;5:45-20:30;5:45-20:30;5:45-20:30;5:45-20:30;5:45-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;CANNES LA BOCCA;43.5489587, 6.9865606;Rue Louis Armand;06;6150.0;CANNES LA BOCCA;8:30-12:00 & 14:00-17:40;8:30-12:00 & 14:00-17:40;8:30-12:00 & 14:00-17:40;8:30-12:00 & 14:00-17:40;8:30-12:00 & 14:00-17:40;8:30-12:00 & 14:00-17:40;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;CARRY LE ROUET;43.33675734, 5.15373495;27 avenue Pierre Sémard;13;13620.0;Carry Le Rouet;6:15-13:10 & 13:35-20:30;6:15-13:10 & 13:35-20:30;6:15-13:10 & 13:35-20:30;6:15-13:10 & 13:35-20:30;6:15-13:10 & 13:35-20:30;11:00-18:25;11:00-18:25;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;CHORGES;44.54570494, 6.27205927;Pré du Pin;05;5230.0;Chorges;5:50-13:50 & 14:20-21:45;5:50-13:50 & 14:20-21:45;5:50-13:50 & 14:20-21:45;5:50-13:50 & 14:20-21:45;5:50-10:40 & 11:05-17:00 & 17:25-22:25;6:20-13:50 & 14:20-21:45;6:50-13:50 & 14:20-21:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;CROS DE CAGNES;43.66024462, 7.16621296;Avenue de la Station;06;6800.0;Cagnes sur Mer;6:55-12:5 & 13:05-15:00;6:55-12:5 & 13:05-15:00;6:55-12:5 & 13:05-15:00;6:55-12:5 & 13:05-15:00;6:55-12:5 & 13:05-15:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;DIGNE GARE;44.08894516, 6.2226012;Place Pierre Semard;04;4000.0;Digne;9:40-16:55;9:40-16:55;9:40-16:55;9:40-16:55;9:40-16:55;9:40-16:55;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;FREJUS ST RAPHAEL;43.4324625924, 6.73232493892;RUE MARTIN BIDOURE;83;83600.0;Fréjus;06:25-13:15 & 13:30-19:00;6:25-13:15 & 13:30-19:00;6:25-13:15 & 13:30-19:00;6:25-13:15 & 13:30-19:00;6:25-13:15 & 13:30-19:00;9:15-13:00 & 14:30-17:45;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;oui;non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;GOLFE JUAN VALLAURIS;43.56614977, 7.07316872;Place Pierre Semard;06;6220.0;Golfe Juan;6:15-19:00;6:15-19:00;6:30-19:00;6:30-19:00;6:30-19:00;6:45-19:00;10:00-12:00 & 13:45-18:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;GRASSE;43.65384391, 6.92676922;Place de la Gare;06;6130.0;Grasse;6:15-20:55;6:15-20:55;6:15-20:55;6:15-20:55;6:15-20:55;Fermé;9:30-12:00 & 13:00-17:40;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;ISTRES;43.51545148, 4.98028897;Place Pierre Semard;12;12800.0;Istres;5:30-20:00;5:30-20:00;5:30-20:00;5:30-20:00;5:30-20:00;11:15-18:25;11:15-18:25;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;LA GARDE;43.11869774, 6.01001052;Place de la Gare;83;83130.0;La Garde;6:10-20:20;6:10-20:20;6:10-20:20;6:10-20:20;6:10-20:20;6:10-20:20;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;BLS SEULE;LE PONTET;43.949317, 4.805528;Centre Commercial Auchan ZAC de St Tronquet;84;84135.0;Avignon;fermé;fermé;fermé;fermé;fermé;fermé;fermé;fermé;fermé;fermé;fermé;fermé;fermé;fermé;non;non;OUI;0.0;0.0;0.0;0.0;0.0;0.0;fermé;;;;;;;;;;;;;;;;;;;
France;SUD-EST;BLS SEULE;LES TERRASSES DU PORT;43.306509, 5.365758;9 quai du Lazaret;13;13002.0;Marseille;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;MARSEILLE ST CHARLES;43.302076, 5.381667;Square Narvik;13;13232.0;Marseille;5:00-22:00;5:00-22:00;5:00-22:00;5:00-22:00;5:00-22:00;5:00-22:00;5:00-22:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;MONACO MONTE CARLO;43.738418, 7.424616;Vallon de Sainte Dévote;98;98000.0;Monaco;7:15-20:30;7:15-20:30;7:15-20:30;7:15-20:30;7:15-20:30;7:15-20:30;8:35-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;MOUANS-SARTOUX;43.6204109, 6.97429649;Avenue Marcel Journet;06;6370.0;Mouans Sartoux;6:30-11:40 & 12:40-14:40;6:30-11:40 & 12:40-14:40;6:30-11:40 & 12:40-14:40;6:30-11:40 & 12:40-14:40;6:30-11:40 & 12:40-14:40;8:30-11:40 & 12:40-16:40;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;ST LAURENT DU VAR;43.66246623, 7.19462168;Avenue Général De Gaulle;06;6700.0;St Laurent du Var;6:00-13:10 & 13:40-20:40;6:00-13:10 & 13:40-20:40;6:00-13:10 & 13:40-20:40;6:00-13:10 & 13:40-20:40;6:00-13:10 & 13:40-20:40;9:15-12:30 & 13:30-17:20;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;CONTREXEVILLE;48.17928145, 5.889968;226 avenue du Roi Stanislas;88;88140.0;Contrexéville;9:30-12:30 & 13:30-18:00;9:30-12:30 & 13:30-18:00;9:30-12:30 & 13:30-18:00;9:30-12:30 & 13:30-18:00;9:30-12:30 & 13:30-18:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;ETIVAL CLAIREFONTAINE;48.36666672, 6.87702581;5 avenue du Général De Gaulle;88;88480.0;Etival Clairefontaine;4:40-11:45 & 12:00-19:10;4:40-11:45 & 12:00-19:10;4:40-11:45 & 12:00-19:10;4:40-11:45 & 12:00-19:10;4:40-11:45 & 12:00-19:10;Fermé;12:10-19:20;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;GARE;FORBACH;49.1886113457, 6.90028825524;place Robert SCHUMAN;57;57600.0;FORBACH;6:30-18:10;7:30-18:10;7:30-18:10;7:30-18:10;7:30-18:10;8:30-18:10;10:40-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;GARE;LORRAINE TGV;48.9478, 6.1697;Route départementale 910;57;57420.0;LOUVIGNY;6:35-20:15;6:35-20:15;6:35-20:15;6:35-20:15;6:35-20:15;6:35-20:15;7:00-20:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;MAIZIERES LES METZ;49.21611028, 6.1582885;Place de la Gare;57;57210.0;Maizières les Metz;9:00-11:40 & 13:00-17:30;9:00-11:40 & 13:00-17:30;9:00-11:40 & 13:00-17:30;9:00-11:40 & 13:00-17:30;9:00-11:40 & 13:00-17:30;9:00-11:30;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;BOUTIQUE;TETE D'OR;49.11721945, 6.17747473;28 rue de la tête d'or;57;57000.0;Metz;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-17:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;oui;oui;non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/btqtetedor
France;EST;Gare;PONT A MOUSSON;48.9007986, 6.04992546;14 place Thiers;54;54700.0;Pont à Mousson;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;SARREGUEMINES;49.10667999, 7.06833095;Place de la Gare;57;57200.0;Sarreguemines;07:00-20:00;07:00-18:45;07:00-18:45;07:00-18:45;07:00-20:00;10:00-18:00;11:20-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;AGDE;43.31757369, 3.46602019;Rue de la Digue;34;34300.0;Agde;6:45-19:30;6:45-19:30;6:45-19:30;6:45-19:30;6:45-19:30;7:45-19:30;7:45-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;BEDARIEUX;43.60763168, 3.14900526;Place Pierre Sémard;34;34600.0;Bedarieux;9:30-12:00 & 14:15-19:00;9:30-12:00 & 14:15-19:00;9:30-12:00 & 14:15-19:00;9:30-12:00 & 14:15-19:00;9:30-12:00 & 14:15-19:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;Dimanche et jours de fêtes pendant les vacances scolaires : 06h30-12h05 & 14h15-19h00;Sundays and public holidays during the school holidays: 6:30 am - 12:05 pm & 2:15 pm - 7:00 pm;Domingo y días festivos durante las vacaciones escolares: 06h30-12h05 y 14h15-19h00;Sonntags und an Feiertagen während der Schulferien: 06:30–12:05 h und 14:15–19:00 h;Domenica e giorni festivi durante le vacanze scolastiche: 06:30-12:05 e 14:15-19:00;Zon- en feestdagen tijdens de schoolvakanties: 6u30-12u05 & 14u15-19u00;;;;;;;;;;;;;
France;SUD-EST;GARE;BEZIERS;43.3367033403, 3.21722208376;14 bis boulevard de Verdun;34;34500.0;BEZIERS;7:30-19:30;8:10-18:45;8:10-18:45;8:10-18:45;8:10-18:45;8:10-18:45;8:10-18:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;FONT ROMEU ODEILLO VIA;42.49130655, 2.03949607;1 rue de la gare;66;66120.0;Font Romeu Odeillo Via;8:30-12:00 & 14:30-17:45;8:30-12:00 & 14:30-17:45;8:30-12:00 & 14:30-17:45;8:30-12:00 & 14:30-17:45;8:30-12:00 & 14:30-17:45;8:30-12:00 & 14:30-17:45;8:30-12:00 & 14:30-17:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;ILLE SUR TET;42.66848282, 2.62464628;rue de la gare;66;66130.0;Ille sur Têt;9:00-12:30 & 14:00-18:00;9:00-12:30 & 14:00-18:00;9:00-12:30 & 14:00-18:00;9:00-12:30 & 14:00-18:00;9:00-12:30 & 14:00-18:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;LIMOUX;43.05647508, 2.2229991;Avenue de la Gare;11;11300.0;Limoux;7:55-11:20 & 13:00-16:50;7:55-11:20 & 13:00-16:50;7:55-11:20 & 13:00-16:50;7:55-11:20 & 13:00-16:50;7:55-11:20 & 13:00-16:50;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;MENDE;44.52233216, 3.50190793;1 place de la Gare;48;48000.0;Mende;9:15-12:00 & 14:15-18:45;9:15-12:00 & 14:15-18:45;9:15-12:00 & 14:15-18:45;9:15-12:00 & 14:15-18:45;9:15-12:00 & 14:15-18:45;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;NARBONNE;43.187904, 3.003917;1 boulevard Frédéric Mistral;11;11000.0;NARBONNE;8:00-19:00;8:00-19:00;8:00-19:00;8:00-19:00;8:00-19:00;8:00-19:00;9:00-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;NIMES;43.832581, 4.366038;1 boulevard Sergent Triaire;30;30011.0;NIMES;7:00-19:30;7:00-19:30;7:00-19:30;7:00-19:30;7:00-20:00;7:00-19:30;7:00-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;GARE;PERPIGNAN;42.696366, 2.880194;1 place Salvador Dali;66;66027.0;PERPIGNAN;8:00-19:00;8:00-19:00;8:00-19:00;8:00-19:00;8:00-19:00;8:00-18:45;8:00-18:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;PRADES MOLITG LES BAINS;42.61703381, 2.42936122;Boulevard de la Gare;66;66500.0;Prades Molitg les Bains;10:00-13:00 & 15:00-18:00;10:00-13:00 & 15:00-18:00;10:00-13:00 & 15:00-18:00;10:00-13:00 & 15:00-18:00;10:00-13:00 & 15:00-18:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;SEVERAC LE CHATEAU;44.32492027, 3.05685701;Place de la Gare;12;12150.0;Séverac le Château;6:40-13:10 & 14:00-21:45;6:40-13:10 & 14:00-21:45;6:40-13:10 & 14:00-21:45;6:40-13:10 & 14:00-21:45;6:40-15:10 & 16:25-00:00;6:40-13:10 & 16:40-21:45;6:40-14:50 & 16:55-22:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;Lundi pendant vacances scolaires : 6h40-13h10 & 14h15-21h45 Dimache pendant vacances scolaires : 06h40-11h40 & 14h30-22h00;Mondays during the school holidays: 6:40 am - 1:10 pm & 2:15 pm - 9:45 pm Sundays during the school holidays: 6:40 am - 11:40 am & 2:30 pm - 10:00 pm;Lunes, durante las vacaciones escolares: 6h40-13h10 y 14h15-21h45 Domingo durantes las vacaciones escolares: 06h40-11h40 y 14h30-22h00;Montags während der Schulferien: 06:40–13:10 h und 14:15–21:45 h Sonntags während der Schulferien: 06:40–11:40 h und 14:30–22:00 h;Lunedì durante le vacanze scolastiche: 06:40-13:10 e 14:15-21:45 Domenica durante le vacanze scolastiche: 06:40-11:40 e 14:30-22:00;Maandag tijdens schoolvakanties: 6.40-13.10 u & 14.15-21.45 u Zondag tijdens schoolvakanties: 6.40-11.40 u & 14.30-22.00 u;;;;;;;;;;;;;
France;SUD-EST;Gare;VILLENEUVE LES AVIGNON;43.956255, 4.792372;avenue de la gare;30;30400.0;Villeneuve les Avignon;8:30-18:00;8:30-18:00;8:30-18:00;8:30-18:00;8:30-18:00;9:00-12:30 & 14:00-17:20;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;BOUAYE;47.1377757, -1.67982308;Allée Louis Armand;44;44830.0;Bouaye;14:00-16:00;14:00-16:00;14:00-16:00;14:00-16:00;14:00-16:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CHANTONNAY;46.68999387, -1.05461144;Place de la Gare;85;85110.0;Chantonnay;6:30-10:30;15:00-19:00;15:00-19:00;15:00-19:00;15:00-19:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CHEMILLE;47.21765301, -0.73238638;Rue de la Gare;49;49120.0;Chemillé;6:20-12:50 & 13:15-19:50;6:20-12:50 & 13:15-19:50;6:20-12:50 & 13:15-19:50;6:20-12:50 & 13:15-19:50;6:20-12:50 & 13:15-19:50;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LES SABLES D'OLONNE;46.49921246, -1.79295546;Rue de la Bauduère;85;85100.0;Les Sables d'Olonne;7:20-18:30;7:20-18:30;7:20-18:30;7:20-18:30;7:20-18:30;9:00-12:50 & 13:40-18:40;10:10-19:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;NANTES;47.2178592984, -1.54180037257;27, bd Stalingrad de Stalingrad;44;44041.0;NANTES;5:25-08:10 & 8:30-18:45;5:25-08:10 & 8:30-18:45;5:25-08:10 & 8:30-18:45;5:25-08:10 & 8:30-18:45;5:25-08:10 & 8:30-18:45;9:00-18:00;9:45-12:50 & 13:50-19:35;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;Oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/gareNantesNord
France;OUEST;GARE;NORT-SUR-ERDRE;47.441575, -1.502756;Boulevard de la gare;44;44390.0;NORT-SUR-ERDRE;6:30-12:30 & 13:30-17:00;10:00-12:30 & 13:30-17:00;10:00-12:30 & 13:30-17:00;10:00-12:30 & 13:30-17:00;10:00-12:30 & 13:30-17:00;9:00-12:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;REZE PONT ROUSSEAU;47.193132, -1.54969894;Rue de la Gare;44;44400.0;Rézé Pont Rousseau;9:00-18:30;9:00-18:30;9:00-18:30;9:00-18:30;9:00-18:30;9:00-12:45 & 14:00-17:30;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;SABLE SUR SARTHE;47.84196406, -0.34231492;Boulevard de la Gare;72;72300.0;Sablé sur Sarthe;6:15-13:00  & 13:30-19:30;6:15-13:00  & 13:30-19:30;6:15-13:00  & 13:30-19:30;6:15-13:00  & 13:30-19:30;6:15-13:00  & 13:30-19:30;8:30 - 17:00;9:30-12:30 & 14:30-19:50;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;STE PAZANNE;47.10507605, -1.81431856;Rue de la Gare;44;44680.0;Ste Pazanne;9:00-12:00 & 14:30-18:00;9:00-12:00 & 14:30-18:00;9:00-12:00 & 14:30-18:00;9:00-12:00 & 14:30-18:00;9:00-12:00 & 14:30-18:00;14:00-17:30;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;GAGNY;48.88348556, 2.52646805;Place de Verdun;93;93220.0;Gagny;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;Oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;RAINCY VILLEMONBLE;48.889463, 2.512621;1 cour de la gare;93;93340.0;VILLEMOMBLE;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;VILLARS LES DOMBES;46.00458948, 5.02872466;61 rue des Acacias;01;1330.0;Villars les Dombes;9:00-12:40 & 13:00-19:30;9:00-12:40 & 13:00-19:30;9:00-12:40 & 13:00-19:30;9:00-12:40 & 13:00-19:30;9:00-12:40 & 13:00-19:30;10:30-12:30 & 14:00-19:00;10:30-12:30 & 14:00-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;VILLEFRANCHE SUR SAONE;45.98428754, 4.72096185;113 place de la Gare;69;69400.0;Villefranche sur Saone;5:15-20:30;5:15-20:30;5:15-20:30;5:15-20:30;5:15-20:30;7:10-19:50;10:00-19:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;BEAULIEU SUR MER;43.70648108, 7.33162652;Place Georges Clémenceau;06;6310.0;Beaulieu sur Mer;6:00-20:30;6:00-20:30;6:00-20:30;6:00-20:30;6:00-20:30;9:15-12:35 & 13:35-17:15;fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;BOULOURIS SUR MER;43.41632844, 6.80833217;Esplanade St Jean;83;83700.0;Boulouris sur Mer;8:45-12:00 & 14:15-17:20;8:45-12:00 & 14:15-17:20;8:45-12:00 & 14:15-17:20;8:45-12:00 & 14:15-17:20;8:45-12:00 & 14:15-17:20;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;SUD-EST;Gare;CARNOLES;43.76123708, 7.48090143;Avenue Profondeville;06;6170.0;Roquebrune Cap Martin;07:15-12:00 & 13:00-15:20;07:15-12:00 & 13:00-15:20;07:15-12:00 & 13:00-15:20;07:15-12:00 & 13:00-15:20;07:15-12:00 & 13:00-15:20;09:15-12:30 & 13:30-17:20;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;VANNES;47.664602, -2.753322;Rue Favrel et Lincy;56;56000.0;VANNES;7:00-19:15;7:15-19:15;7:15-19:15;7:15-19:15;7:15-19:15;8:30-18:30;11:15-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/gareVannes
