Geo Point;Geo Shape;GR_ID;GR_NOM;ZDL_ID;ZDL_NOM;LDA_ID;LDA_NOM;GARE_NOM;INSEE_TXT;COMM_NOM;DPT_ID;ACCES_PMR
48.3800529346, 2.94366795737;"{""type"": ""Polygon"", ""coordinates"": [[[2.943926869451393, 48.38015677112496], [2.943997623730025, 48.38015466154929], [2.944063567717015, 48.38013826822402], [2.944131161323272, 48.38008438439083], [2.943978212740799, 48.38000854428586], [2.943517813588057, 48.379947271158386], [2.943456344080065, 48.37995101598792], [2.943149432431475, 48.38000616320461], [2.943250571204411, 48.38003754824464], [2.943387165255932, 48.3801158096997], [2.94357422318144, 48.38012054031508], [2.943926869451393, 48.38015677112496]]]}";540;Montereau;47910;Montereau (Gare);61414;Montereau (Gare);MONTEREAU;77305;Montereau-Fault-Yonne;77;Non
48.9699324089, 2.07700844118;"{""type"": ""Polygon"", ""coordinates"": [[[2.075926234347499, 48.97015393579137], [2.075790081505344, 48.970263639459844], [2.07600830542454, 48.97035879205435], [2.07737256614494, 48.97031705787783], [2.077429665078289, 48.97025076452445], [2.077468835218219, 48.96999553749942], [2.07744768204498, 48.969217087874725], [2.077283725080586, 48.96921879150003], [2.077223441095809, 48.96928096587028], [2.077158311316406, 48.96929470407426], [2.077153780350289, 48.96934688104188], [2.077092042113516, 48.969384314598244], [2.077042459648706, 48.969424341694115], [2.077019738929021, 48.96948587246172], [2.077037405951312, 48.969912008775815], [2.077060181225701, 48.96994896944999], [2.077083061846062, 48.96997999832168], [2.077127428318688, 48.97002175556617], [2.077106055218219, 48.97008600264607], [2.077004483032074, 48.97016261826522], [2.076026171317606, 48.97020760191413], [2.075926234347499, 48.97015393579137]]]}";4;Achères Ville;47908;Achères Ville;73604;Achères Ville;ACHERES-VILLE;78005;Achères;78;Non
48.6898282324, 2.38636745751;"{""type"": ""Polygon"", ""coordinates"": [[[2.386643505704767, 48.68954332386591], [2.386167098578391, 48.68968052865386], [2.386060676607932, 48.68976874417697], [2.385997979465363, 48.68986326429682], [2.385960491354283, 48.68999820184013], [2.386192789484072, 48.69029492682979], [2.386380839757639, 48.69023257389332], [2.386253906737414, 48.68996584047478], [2.386339673010277, 48.68982160149123], [2.386743982922758, 48.68969480647763], [2.386773654709735, 48.68966198593762], [2.386785691650142, 48.689616354281185], [2.387080196507073, 48.689515057694], [2.387029353317015, 48.68943673596759], [2.386643505704767, 48.68954332386591]]]}";365;Juvisy (Seine);45741;Gare Routière Seine;62737;Juvisy (Gare);JUVISY;91326;Juvisy-sur-Orge;91;Partielle
48.7481158432, 2.37282457645;"{""type"": ""Polygon"", ""coordinates"": [[[2.373270582933298, 48.74817529797095], [2.37248562935679, 48.7478392817216], [2.372435473081703, 48.74793062923571], [2.372501525821448, 48.74812157397595], [2.373088674552567, 48.7483746247722], [2.373270582933298, 48.74817529797095]]]}";643;Pont de Rungis;47907;Pont de Rungis;69677;Pont de Rungis;PONT DE RUNGIS;94073;Thiais;94;
48.8185003655, 2.36010726353;"{""type"": ""Polygon"", ""coordinates"": [[[2.359714523460529, 48.81878697944877], [2.359722785534747, 48.81881843546726], [2.359744862425916, 48.81883996973907], [2.359782805724534, 48.81886063741549], [2.359927269984013, 48.818883590459464], [2.360846366244064, 48.81901599591394], [2.360894579525846, 48.81889996190536], [2.360075238833453, 48.818787230439014], [2.359945156161121, 48.81867357644092], [2.360238136994059, 48.817866424361775], [2.360187810642234, 48.81779378543552], [2.360021205142088, 48.81776268358286], [2.359714523460529, 48.81878697944877]]]}";678;Porte Italie;44506;Porte d'Italie;70596;Porte d'Italie;PORTE D'ITALIE;75113;Paris 13e;75;Oui
48.7046618119, 2.45262964308;"{""type"": ""Polygon"", ""coordinates"": [[[2.451944352263247, 48.7044192890681], [2.45191209928634, 48.70446214959314], [2.451833090293274, 48.70449553980818], [2.451771978958339, 48.70449560168588], [2.451671280884965, 48.70447666932906], [2.451631661871424, 48.70444339869469], [2.451628565114422, 48.704659921049945], [2.452469826332749, 48.70469237625102], [2.452714455993027, 48.704770644719986], [2.45338017459147, 48.705060240270576], [2.453487919399595, 48.70501730157996], [2.453444642365444, 48.704957862955546], [2.453473172303795, 48.70486028150029], [2.453476616416118, 48.704796036108625], [2.453440556333127, 48.70474848634285], [2.453267856122917, 48.70468442233685], [2.453030359588135, 48.70458235465084], [2.45283967042356, 48.70451117013879], [2.452591457280177, 48.704437664305615], [2.452321788232094, 48.704411766941604], [2.451944352263247, 48.7044192890681]]]}";894;Scolaire Montgeron-Crosne- Weiler;43834;Lycée;63005;Lycée;;91421;Montgeron;91;
48.8977596895, 2.3456339006;"{""type"": ""Polygon"", ""coordinates"": [[[2.347052016848648, 48.89791923818973], [2.347086645200681, 48.89783928875694], [2.345972229121909, 48.89773088987233], [2.344987730651322, 48.89760343499103], [2.344837606945374, 48.89761296317355], [2.344748114391741, 48.897643425402926], [2.344592243552555, 48.89782807306974], [2.344979112077611, 48.89786801765472], [2.345103225416657, 48.89768527506409], [2.345946258244128, 48.897795609564135], [2.347052016848648, 48.89791923818973]]]}";662;Porte de Clignancourt;45533;Mont-Cenis;72059;Porte de Clignancourt;PORTE DE CLIGNANCOURT;75118;Paris 18e;75;
48.7649581384, 2.16352748333;"{""type"": ""Polygon"", ""coordinates"": [[[2.163133531495275, 48.76491584200446], [2.163126077263688, 48.76501341457552], [2.163913973316842, 48.76500403227403], [2.163917894199169, 48.76489939947584], [2.163133531495275, 48.76491584200446]]]}";361;Jouy-en-Josas;43136;Jouy-en-Josas (Gare);63523;Jouy-en-Josas (Gare);JOUY-EN-JOSAS;78322;Jouy-en-Josas;78;
48.9316516917, 2.49433479311;"{""type"": ""Polygon"", ""coordinates"": [[[2.493633027930087, 48.93178803777128], [2.494636708863749, 48.931813688835355], [2.494840883435202, 48.93161349452798], [2.494753821025172, 48.931467987672555], [2.494837199362542, 48.93139241312434], [2.494496285473371, 48.93139383082588], [2.494557016914209, 48.93146715780613], [2.494124022256211, 48.93161641942704], [2.493730355051661, 48.93162070578109], [2.493633027930087, 48.93178803777128]]]}";35;Aulnay-sous-Bois  sud;43071;Aulnay-sous-Bois (Gare);72646;Aulnay-sous-Bois (Gare);AULNAY-SOUS-BOIS;93005;Aulnay-sous-Bois;93;Oui
48.6884237654, 2.60155495413;"{""type"": ""Polygon"", ""coordinates"": [[[2.601356664521095, 48.68871079453906], [2.6020393366882, 48.68814672935348], [2.601589243699354, 48.68825056469655], [2.601183486759411, 48.68858271197592], [2.601356664521095, 48.68871079453906]]]}";890;Scolaire Brie-Comte-Robert - Arthur Chaussy;42679;Collège Arthur Chaussy;67422;Collège Arthur Chaussy;;77053;Brie-Comte-Robert;77;
48.8429754325, 2.22228543675;"{""type"": ""Polygon"", ""coordinates"": [[[2.222285587190336, 48.84360599887704], [2.222825117029971, 48.843545255609804], [2.222881842913896, 48.84351278613693], [2.222895842300638, 48.84344434379805], [2.222860561974934, 48.843344171552204], [2.222606605998153, 48.84340248735893], [2.222462924489593, 48.84331874360472], [2.222057401811112, 48.84208252066837], [2.221855785026509, 48.84211262007378], [2.222099690805655, 48.84287234882929], [2.222173166254592, 48.843166944870184], [2.222285587190336, 48.84360599887704]]]}";598;Parc de Saint Cloud;44249;Parc de Saint-Cloud (Tramway);70726;Parc de Saint-Cloud (Tramway);PARC DE SAINT-CLOUD;92064;Saint-Cloud;92;Partielle
48.5344864879, 1.99611049136;"{""type"": ""Polygon"", ""coordinates"": [[[1.995054073528929, 48.53461271674984], [1.995150670476223, 48.53465923491482], [1.99735690586221, 48.53459217058597], [1.997712611213264, 48.53458374440927], [1.997145133161612, 48.53442090674811], [1.995805853471875, 48.53443435759594], [1.995824379972882, 48.53421552643083], [1.995702747777212, 48.5341288074175], [1.995590906075306, 48.53412976714131], [1.995054073528929, 48.53461271674984]]]}";228;Dourdan-la-Forêt;42530;Lycée / Champs de Courses;59843;Dourdan la Forêt;DOURDAN-LA-FORET;91200;Dourdan;91;Non
48.6235137727, 2.45199853878;"{""type"": ""Polygon"", ""coordinates"": [[[2.453743131259017, 48.62320517687723], [2.45362305042398, 48.623153218302754], [2.453394246279058, 48.623336855985244], [2.453240963520359, 48.62343896798064], [2.452972707161508, 48.62355007233638], [2.452794352342666, 48.62357781292945], [2.451301619474575, 48.62351001720933], [2.451207167498988, 48.62347911877939], [2.450974966444878, 48.623438064830054], [2.450159477591021, 48.62342287813546], [2.450121024432689, 48.623529324766935], [2.450244393505119, 48.623541318216056], [2.451805831316005, 48.623630387032854], [2.451958260331335, 48.6236101448944], [2.452971513418467, 48.62366430633462], [2.453169891037315, 48.62364427367094], [2.453362962631807, 48.623582327317614], [2.453743131259017, 48.62320517687723]]]}";405;Le Bras-de-Fer;45850;Bras de Fer (Gare);60422;Bras de Fer (Gare);LE BRAS-DE-FER;91228;Évry;91;
48.8612406397, 2.44121205127;"{""type"": ""Polygon"", ""coordinates"": [[[2.441055994781793, 48.860508119050856], [2.440929088178075, 48.86052155865517], [2.441361961858693, 48.86196399577791], [2.441488859481733, 48.86194484487124], [2.441494633504256, 48.861946742443024], [2.441055994781793, 48.860508119050856]]]}";477;Mairie de Montreuil;427121;Mairie de Montreuil - Rouget de Lisle;71785;Mairie de Montreuil;MAIRIE DE MONTREUIL;93048;Montreuil;93;Oui
48.977007953, 2.39064849936;"{""type"": ""Polygon"", ""coordinates"": [[[2.389835942095174, 48.97760538519519], [2.391545033664404, 48.97660297917319], [2.391627392281839, 48.97648385802108], [2.39147826762296, 48.9763784137802], [2.389625942052741, 48.977512953246745], [2.389670551034363, 48.977654032990316], [2.389835942095174, 48.97760538519519]]]}";299;Garges-Sarcelles;43251;Garges Sarcelles;65582;Garges Sarcelles;GARGES-SARCELLES;95585;Sarcelles;95;Oui
48.6278495045, 2.56890542889;"{""type"": ""Polygon"", ""coordinates"": [[[2.568834631130688, 48.62859760603987], [2.569354846464493, 48.6271600859581], [2.568967753030987, 48.62710476095876], [2.568458722075718, 48.628554357236325], [2.568834631130688, 48.62859760603987]]]}";452;Lieusaint-Moissy-Cramayel;47669;Lieusaint Moissy;62412;Lieusaint Moissy;LIEUSAINT-MOISSY;77251;Lieusaint;77;oui
48.9757323636, 2.64303492261;"{""type"": ""Polygon"", ""coordinates"": [[[2.64322141764486, 48.97612990663399], [2.64370268129908, 48.9758372659846], [2.642985927222876, 48.97536975905136], [2.642523190049159, 48.97549114852001], [2.642351132235282, 48.97559912794313], [2.642998696669162, 48.97603645499951], [2.643027043725973, 48.97601369888694], [2.64322141764486, 48.97612990663399]]]}";536;Mitry-Claye;43164;Mitry Claye;69065;Mitry Claye;MITRY-CLAYE;77294;Mitry-Mory;77;oui
48.806831646, 2.1512492668;"{""type"": ""Polygon"", ""coordinates"": [[[2.151057412893203, 48.806926397063236], [2.151457805906213, 48.80689639960986], [2.151438770290797, 48.80673777625833], [2.151044909807972, 48.806764964400806], [2.151057412893203, 48.806926397063236]]]}";547;Montreuil;43167;Montreuil;63989;Montreuil;MONTREUIL;78646;Versailles;78;
48.8890014091, 2.39601395744;"{""type"": ""Polygon"", ""coordinates"": [[[2.395738503601564, 48.88928188363673], [2.3961043953375, 48.88936715464066], [2.396280836523707, 48.88869786237964], [2.395931461228959, 48.88864326439663], [2.395738503601564, 48.88928188363673]]]}";667;Porte de Pantin;44521;Porte de Pantin;71989;Porte de Pantin;PORTE DE PANTIN;75119;Paris 19e;75;Oui
49.0070010937, 2.19801671441;"{""type"": ""Polygon"", ""coordinates"": [[[2.197506049123043, 49.00731133447989], [2.198688571648311, 49.00689668036354], [2.198464021579846, 49.006676284711865], [2.198162428737548, 49.0068217891598], [2.197335425102486, 49.00711890136523], [2.197506049123043, 49.00731133447989]]]}";901;Montigny-Beauchamp (sud);43166;Montigny Beauchamp;66335;Montigny Beauchamp;MONTIGNY-BEAUCHAMP;95424;Montigny-lès-Cormeilles;95;
48.8970442781, 2.28038798428;"{""type"": ""Polygon"", ""coordinates"": [[[2.280868755053704, 48.89664255564542], [2.281268867998397, 48.89679721119686], [2.281325612635719, 48.896733703463546], [2.280925567841722, 48.89657413709318], [2.281201672645412, 48.896268831665985], [2.281097666766863, 48.896248561728704], [2.280867439045017, 48.89646819279639], [2.280533270752799, 48.89666264195881], [2.279587709107701, 48.897705542521784], [2.279824976408626, 48.89778555199378], [2.280868755053704, 48.89664255564542]]]}";641;Pont Levallois Becon;52354;Pont de Levallois - Bécon;72057;Pont de Levallois - Bécon;PONT DE LEVALLOIS-BECON;92044;Levallois-Perret;92;Non
49.0994121963, 2.52515906891;"{""type"": ""Polygon"", ""coordinates"": [[[2.525226819051808, 49.099938416646246], [2.52534312578581, 49.099937447965324], [2.525269017557692, 49.098890889363076], [2.525097298508673, 49.098890211313865], [2.52496405785952, 49.09896034066441], [2.525058462697531, 49.09992633286042], [2.525226819051808, 49.099938416646246]]]}";804;Survilliers-Fosses;47958;Survilliers Fosses;69450;Survilliers Fosses;SURVILLIERS-FOSSES;95250;Fosses;95;Oui
48.9737373235, 2.3059792839;"{""type"": ""Polygon"", ""coordinates"": [[[2.306543903839568, 48.97332257585038], [2.306120431529509, 48.97359645918576], [2.306056601755591, 48.97356374896216], [2.305510067212252, 48.973973037953535], [2.30545797970288, 48.974069545138605], [2.305547812813093, 48.97411783030225], [2.306619545894729, 48.97337552628762], [2.306543903839568, 48.97332257585038]]]}";243;Enghien-les-Bains;46475;Enghien Mermoz;65485;Enghien-les-Bains (Gare);ENGHIEN-LES-BAINS;95210;Enghien-les-Bains;95;Non
49.0148408096, 2.07981423823;"{""type"": ""Polygon"", ""coordinates"": [[[2.080792553884651, 49.0151504616545], [2.079418578234584, 49.014473285200516], [2.079381073230275, 49.014403144681175], [2.079317349043435, 49.01436875149832], [2.079227549659541, 49.01434208426762], [2.079142394155834, 49.01433255184613], [2.079066617941516, 49.01434016539549], [2.07897654316069, 49.01436642756109], [2.07890990867028, 49.014436333907256], [2.078902566341818, 49.01448302151759], [2.078900052962282, 49.01451103816926], [2.078904624553419, 49.014542184621895], [2.078935150031144, 49.01458895686256], [2.078987008365479, 49.01462955125664], [2.079102858174024, 49.01465316411925], [2.080523873355142, 49.01538805133049], [2.080792553884651, 49.0151504616545]]]}";569;Neuville-Université;47879;Neuville Université;66436;Neuville Université;NEUVILLE UNIVERSITE;95450;Neuville-sur-Oise;95;Partielle
48.8711586257, 2.78387900504;"{""type"": ""Polygon"", ""coordinates"": [[[2.784211048336496, 48.87181966940877], [2.784036842153494, 48.87064408704479], [2.783989547617152, 48.870516958467164], [2.783963553829998, 48.87042572661211], [2.783891685140892, 48.87036511987265], [2.783748819409221, 48.8703407701506], [2.783606526412072, 48.870380074675175], [2.783535679426477, 48.870432937697814], [2.783553728862246, 48.87057401858743], [2.783731969628114, 48.87173297986088], [2.783770500472551, 48.87181862709587], [2.783821343087776, 48.87187378199651], [2.784007337832324, 48.87202804396438], [2.784215841948541, 48.87188607514526], [2.784211048336496, 48.87181966940877]]]}";166;Marne-la-Vallée - Chessy;43239;Marne-la-Vallée Chessy (Gare);68385;Marne-la-Vallée Chessy (Gare);CHESSY - MARNE-LA-VALLEE;77111;Chessy;77;Oui
48.6136546019, 2.47188203001;"{""type"": ""Polygon"", ""coordinates"": [[[2.47104318413348, 48.61365654737043], [2.472591779870923, 48.6140536327253], [2.472777924082386, 48.613884876869555], [2.472532836133348, 48.61367397093269], [2.472401580260675, 48.613572887753634], [2.472373643365277, 48.61358466474908], [2.472102425038328, 48.61351801207166], [2.471866084418401, 48.61338890170357], [2.471711524127028, 48.61334001842409], [2.47129622050712, 48.61323811338114], [2.47104318413348, 48.61365654737043]]]}";190;Corbeil-Essonnes (nord des voies);43115;Corbeil-Essonnes (Gare);60309;Corbeil-Essonnes (Gare);CORBEIL-ESSONNES;91174;Corbeil-Essonnes;91;Partielle
48.9567589339, 2.87390971061;"{""type"": ""Polygon"", ""coordinates"": [[[2.874244707490428, 48.95774335651209], [2.874407765244327, 48.95780036198996], [2.874378349296789, 48.95756671075604], [2.874239786356437, 48.95756821651277], [2.874174835901705, 48.957533886475964], [2.87415322492265, 48.957506265256775], [2.874169232945472, 48.9574606007211], [2.874316427398184, 48.95738045036146], [2.874178131160869, 48.95676967782346], [2.873889803030353, 48.95588239259815], [2.873360361531875, 48.9559588167391], [2.873452485481861, 48.95638536688283], [2.873616174866587, 48.956365224801665], [2.87394568839152, 48.957686639590435], [2.874074772440156, 48.95767653648942], [2.874244707490428, 48.95774335651209]]]}";517;Meaux;43161;Meaux (Gare);68963;Meaux (Gare);MEAUX;77284;Meaux;77;Non
48.9738112413, 2.51383455254;"{""type"": ""Polygon"", ""coordinates"": [[[2.513339045463092, 48.973074408033426], [2.513184753372671, 48.97311592667005], [2.513694927133111, 48.973820079808824], [2.51404567363225, 48.97434303225093], [2.514167017317375, 48.97435304136467], [2.514328295232517, 48.974111962417695], [2.51413425178944, 48.97383708793878], [2.513829805185961, 48.97377399373584], [2.513339045463092, 48.973074408033426]]]}";600;Parc des Expositions;47878;Parc des Expositions;73568;Parc des Expositions;PARC DES EXPOSITIONS;93078;Villepinte;93;Non
48.9324732485, 2.49610821729;"{""type"": ""Polygon"", ""coordinates"": [[[2.49515618307181, 48.9323883078314], [2.495459100637757, 48.93253578433278], [2.496692639787863, 48.932571431385085], [2.496982921748925, 48.93246204894787], [2.496978050107014, 48.93241690908024], [2.495375933239837, 48.932389560654684], [2.49515618307181, 48.9323883078314]]]}";34;Aulnay-sous-Bois  Nord;43071;Aulnay-sous-Bois (Gare);72646;Aulnay-sous-Bois (Gare);AULNAY-SOUS-BOIS;93005;Aulnay-sous-Bois;93;Non
48.931071592, 2.42603459546;"{""type"": ""Polygon"", ""coordinates"": [[[2.425262202863819, 48.93111067412483], [2.425601205235373, 48.93115945066719], [2.425979741434449, 48.931224594619486], [2.426031835640581, 48.9311082142565], [2.426986907857174, 48.931215572744456], [2.427019776022367, 48.93111674847033], [2.426945147745329, 48.93107261182272], [2.426411427328897, 48.93100533977195], [2.426330225003335, 48.9310335033457], [2.425353501006158, 48.930881170498], [2.425262202863819, 48.93111067412483]]]}";404;Le Bourget;43231;Le Bourget;72641;Le Bourget (Gare);LE BOURGET;93013;Le Bourget;93;
48.9886166922, 2.07505967195;"{""type"": ""Polygon"", ""coordinates"": [[[2.075130253075423, 48.988035774691994], [2.074660947162192, 48.989022280204956], [2.074768610009118, 48.98915864801158], [2.074757813740943, 48.9891947883603], [2.07482396070004, 48.98921154560803], [2.074902769014165, 48.98922002911502], [2.074978631108018, 48.9891890666392], [2.075483757946448, 48.98816198660918], [2.075429554520344, 48.98809946778173], [2.075332259214225, 48.988081586796], [2.075130253075423, 48.988035774691994]]]}";188;Conflans-Sainte-Honorine;43114;Conflans Fin d'Oise;73605;Conflans Fin d'Oise;CONFLANS-SAINTE-HONORINE;78172;Conflans-Sainte-Honorine;78;Partielle
48.9808035549, 1.98239056592;"{""type"": ""Polygon"", ""coordinates"": [[[1.982126261370808, 48.98040477292225], [1.982026121714069, 48.98037823395081], [1.98198273298428, 48.980630844081276], [1.981994573505021, 48.98071144567378], [1.98225720651341, 48.98089949596606], [1.982368464115511, 48.98098669190311], [1.982376673595603, 48.98102899592424], [1.982338730014387, 48.981074476806754], [1.982202149224363, 48.98108045663485], [1.98235678019998, 48.981168020562876], [1.982478880577327, 48.9811943291308], [1.982881732976375, 48.98093452264748], [1.982874144266083, 48.9808851923549], [1.982823712715309, 48.980857631275036], [1.982126261370808, 48.98040477292225]]]}";845;Vernouillet-Verneuil;47964;Vernouillet Verneuil;65691;Vernouillet Verneuil;VERNOUILLET-VERNEUIL;78642;Verneuil-sur-Seine;78;Non
48.9333208559, 2.04219509524;"{""type"": ""Polygon"", ""coordinates"": [[[2.041656983977646, 48.933336741047285], [2.042439397274345, 48.933687484768065], [2.042572505182388, 48.93355549867288], [2.042595616318616, 48.933244197052744], [2.042082272422533, 48.93294552397654], [2.041656983977646, 48.933336741047285]]]}";637;Poissy (sud);427871;Poissy (Gare Sud);64883;Poissy (Gare);POISSY;78498;Poissy;78;Partielle
48.7553691225, 2.3014196511;"{""type"": ""Polygon"", ""coordinates"": [[[2.301418336074175, 48.75574890234929], [2.301609859550446, 48.75571367455045], [2.301669542478344, 48.75566387549973], [2.30170096864994, 48.75561614359205], [2.301694726019715, 48.75556632418141], [2.301679052094348, 48.75553310808078], [2.301277681645349, 48.754885359583184], [2.301208599825353, 48.754910246628974], [2.301230530648152, 48.754972525154926], [2.301192848208815, 48.75498704372463], [2.30119281259898, 48.75503686062969], [2.301214714249965, 48.755140653387855], [2.30117704059422, 48.75514271750086], [2.301418336074175, 48.75574890234929]]]}";19;Antony;43066;Antony (Gare);69759;Antony (Gare);ANTONY;92002;Antony;92;Partielle
48.7281881453, 2.36006541105;"{""type"": ""Polygon"", ""coordinates"": [[[2.35996779554345, 48.72790948129278], [2.359923885505785, 48.72797016931976], [2.359621947973652, 48.72865583718644], [2.359597947299448, 48.728735669673306], [2.359624762212497, 48.728895736049225], [2.359822083296174, 48.72899769863515], [2.359842889725367, 48.72887728732245], [2.360218567641101, 48.72798616121551], [2.360281501221935, 48.727870125612334], [2.360345947320304, 48.72781441265041], [2.360502316139601, 48.7277352892641], [2.360710013235316, 48.7276945171305], [2.360859623560329, 48.727697222534246], [2.360938412313202, 48.72760816329968], [2.360539200591965, 48.72754319833814], [2.360409569521423, 48.72755392678558], [2.360287639896815, 48.72764085031838], [2.35996779554345, 48.72790948129278]]]}";8;Aéroport d'Orly-Ouest;42164;Aéroport d'Orly (Terminal Ouest);63284;Aéroport d'Orly (Terminal Ouest);AEROPORT D'ORLY - TERMINAL OUEST;91479;Paray-Vieille-Poste;91;Oui
48.702891532, 2.07017325973;"{""type"": ""Polygon"", ""coordinates"": [[[2.070589461135139, 48.70279898263302], [2.070593532569813, 48.70277972718035], [2.069778983795159, 48.70270250799807], [2.069760169001492, 48.703003703376055], [2.070560166427382, 48.70308176453049], [2.070589461135139, 48.70279898263302]]]}";767;Saint-Rémy-les-Chevreuses;47889;Saint-Rémy-lès-Chevreuse (Gare);62978;Saint-Rémy-lès-Chevreuse (Gare);SAINT-REMY-LES-CHEVREUSE;78575;Saint-Rémy-lès-Chevreuse;78;non (à vef)
48.9164642936, 2.29463848545;"{""type"": ""Polygon"", ""coordinates"": [[[2.294310561485517, 48.917005400084676], [2.294686319568401, 48.916795371748414], [2.295085771824086, 48.916496612939696], [2.295393118357205, 48.916171354354034], [2.295345892407766, 48.91615265607012], [2.295305749717123, 48.91613707326586], [2.294979950420347, 48.91593457208493], [2.294790929578403, 48.91599833118787], [2.29386674921852, 48.916693875661615], [2.294310561485517, 48.917005400084676]]]}";285;Métro Gabriel-Péri - Asnières - Gennevilliers;43042;Gabriel Péri;72203;Gabriel Péri;GABRIEL PERI-ASNIERES-GENNEVILLIERS;92004;Asnières-sur-Seine;92;Non
48.7875628056, 2.36754920811;"{""type"": ""Polygon"", ""coordinates"": [[[2.368072910115031, 48.7883291395111], [2.367901627730071, 48.787975446702816], [2.367602995924561, 48.78735812418411], [2.367218288704638, 48.78656365381044], [2.367125394662983, 48.78665121008082], [2.367079357143062, 48.786735444725], [2.367140904356936, 48.78689944004034], [2.367681379707459, 48.7883193344096], [2.368072910115031, 48.7883291395111]]]}";858;Métro Villejuif-Louis-Aragon;45049;Villejuif Louis Aragon;70143;Villejuif Louis Aragon;VILLEJUIF-LOUIS ARAGON;94076;Villejuif;94;Oui
48.7069246852, 2.48326080791;"{""type"": ""Polygon"", ""coordinates"": [[[2.484081961498957, 48.706832733130405], [2.483546668028148, 48.7067480636101], [2.483513797881648, 48.706834818878534], [2.483201935414792, 48.70678121164235], [2.483225097373369, 48.706697199125486], [2.482981727077974, 48.70665870294275], [2.482880695123438, 48.706808220066634], [2.482921269421294, 48.706870877697014], [2.482796719904721, 48.707141847363694], [2.48293374942992, 48.70717084171465], [2.483093125576715, 48.70719652468262], [2.483151583139122, 48.70718655380528], [2.483203253851623, 48.707168601392446], [2.483550401403461, 48.706951987852534], [2.483743096336097, 48.70690624520001], [2.483808149588642, 48.7069235669173], [2.484081961498957, 48.706832733130405]]]}";884;Yerres;43226;Yerres (Gare);63044;Yerres (Gare);YERRES;91691;Yerres;91;Oui
48.9800761993, 2.27152231797;"{""type"": ""Polygon"", ""coordinates"": [[[2.270639670306032, 48.98000680533407], [2.270644046846121, 48.98027146260566], [2.272129420637002, 48.980225606466355], [2.27234745513908, 48.97988790576658], [2.271928949238901, 48.97979426179437], [2.271462768431243, 48.97998392555438], [2.270639670306032, 48.98000680533407]]]}";251;Ermont-Eaubonne;47898;Ermont Eaubonne (Gare);65669;Ermont Eaubonne (Gare);ERMONT-EAUBONNE;95219;Ermont;95;Oui
48.4165440563, 2.72600702077;"{""type"": ""Polygon"", ""coordinates"": [[[2.725444823350828, 48.41666948449442], [2.725542404566283, 48.416731095584524], [2.726312524748133, 48.41690890056879], [2.72651840525899, 48.416848938390764], [2.726238411338249, 48.416222353807086], [2.725889445513591, 48.41609158187421], [2.725444823350828, 48.41666948449442]]]}";271;Fontainebleau - Avon;413630;La Chatelaine;61579;Fontainebleau Avon;FONTAINEBLEAU-AVON;77014;Avon;77;oui
48.769885832, 2.69007670649;"{""type"": ""Polygon"", ""coordinates"": [[[2.690122380683045, 48.77033942066266], [2.690480012363305, 48.76952531433924], [2.690005202629768, 48.76945983197131], [2.689711391021127, 48.77013489229844], [2.689816713123242, 48.77028270466793], [2.690122380683045, 48.77033942066266]]]}";591;Ozoir-la-Ferrière;46572;Ozoir-la-Ferrière (Gare);67747;Ozoir-la-Ferrière (Gare);OZOIR-LA-FERRIERE;77350;Ozoir-la-Ferrière;77;oui
48.8976951021, 2.35951594201;"{""type"": ""Polygon"", ""coordinates"": [[[2.359368991495195, 48.89708396945473], [2.359353998935782, 48.89722293182121], [2.359472771621637, 48.89723599659364], [2.359450441625799, 48.89759185838478], [2.359398586603251, 48.89832721403546], [2.359582142384056, 48.89833547928733], [2.359634440879061, 48.89711486246479], [2.359368991495195, 48.89708396945473]]]}";663;Porte de la Chapelle;44517;Porte de La Chapelle;72064;Porte de La Chapelle;PORTE DE LA CHAPELLE;75118;Paris 18e;75;Oui
48.6530562222, 2.31434249798;"{""type"": ""Polygon"", ""coordinates"": [[[2.314446631250516, 48.65277272754719], [2.314173785235823, 48.65300500161343], [2.314098974118344, 48.65305129991059], [2.314129447616338, 48.65316075452226], [2.314374394399226, 48.65325766713979], [2.314548389541558, 48.653266982225574], [2.314563939947246, 48.65323340826746], [2.314516948101569, 48.653152478595466], [2.314428129238269, 48.653107277145544], [2.314361583208675, 48.65303830009018], [2.31436114520475, 48.65300376523552], [2.314573095838043, 48.6528348755827], [2.314446631250516, 48.65277272754719]]]}";737;Sainte-Geneviève-des-Bois;43188;Sainte-Geneviève-des-Bois (Gare);60785;Sainte-Geneviève-des-Bois (Gare);SAINTE-GENEVIEVE-DES-BOIS;91549;Sainte-Geneviève-des-Bois;91;oui
48.5708568434, 2.43337250295;"{""type"": ""Polygon"", ""coordinates"": [[[2.432936855314162, 48.57084037505415], [2.43351793122722, 48.571097911206095], [2.433575954579028, 48.57108034819919], [2.433658594106609, 48.57105459036882], [2.4337323950399, 48.571007824283726], [2.433756910276124, 48.570948256700156], [2.433723308359089, 48.570858382381076], [2.433614121275885, 48.57080243333918], [2.43361404474385, 48.57076273611881], [2.433180942500332, 48.570601981534146], [2.432936855314162, 48.57084037505415]]]}";522;Mennecy;47899;Mennecy (Gare);59984;Mennecy (Gare);MENNECY;91386;Mennecy;91;oui
