Geo Point;Geo Shape;GR_ID;GR_NOM;ZDL_ID;ZDL_NOM;LDA_ID;LDA_NOM;GARE_NOM;INSEE_TXT;COMM_NOM;DPT_ID;ACCES_PMR
48.6366253669, 2.40750135023;"{""type"": ""Polygon"", ""coordinates"": [[[2.40825527937322, 48.63672556679682], [2.408426290062129, 48.636591233000225], [2.408369655737707, 48.636518600878695], [2.40826380243506, 48.63647999498941], [2.408042636032522, 48.63647699289627], [2.407875316324073, 48.63653899271138], [2.407338189928238, 48.63653251424758], [2.407023027021851, 48.63645859420287], [2.406842011402047, 48.636461500753725], [2.406654065234854, 48.63656909255951], [2.406643677487694, 48.63672516738844], [2.407123031250553, 48.636759921163865], [2.408065323522787, 48.63675699048047], [2.40825527937322, 48.63672556679682]]]}";585;Ris-Orangis - Bois de l'Epine;48489;Orangis Bois de L'Épine;60542;Orangis Bois de L'Épine;ORANGIS-BOIS DE L'EPINE;91521;Ris-Orangis;91;Non
48.7291784823, 2.44671720271;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.447213549568406, 48.72902007663074], [2.446974029243552, 48.729014683030314], [2.44693416386847, 48.72931435131026], [2.446847395196834, 48.72935535691122], [2.446953282429108, 48.729547182637425], [2.447090459278514, 48.72963777421336], [2.447134003809391, 48.729602278805395], [2.447213549568406, 48.72902007663074]]], [[[2.446532803388598, 48.72905544328602], [2.445831568080332, 48.72811390533349], [2.445756091993579, 48.728136819010096], [2.446232163146248, 48.728743089394484], [2.446461597817744, 48.729058367267534], [2.446705066611067, 48.72986472397772], [2.446744247016507, 48.730017439481735], [2.446826234872856, 48.730010221888044], [2.446532803388598, 48.72905544328602]]]]}";862;Villeneuve Saint-Georges (RER);45067;Villeneuve-Saint-Georges (Gare);69568;Villeneuve-Saint-Georges (Gare);VILLENEUVE-SAINT-GEORGES;94077;Villeneuve-le-Roi;94;
48.844129715, 2.37406026343;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.375952503027006, 48.84245018198042], [2.375851001870822, 48.84239887905554], [2.372515639021256, 48.844316103230085], [2.372576838058934, 48.84435354526081], [2.372997269904597, 48.844108751286846], [2.373466365275034, 48.843864210672955], [2.374428643179892, 48.843349550587604], [2.375189872575229, 48.84291378585348], [2.375952503027006, 48.84245018198042]]], [[[2.373992069148398, 48.84575368866751], [2.372823426245415, 48.845643124554776], [2.372793078366516, 48.84579363761117], [2.373964154370212, 48.84591791193954], [2.373992069148398, 48.84575368866751]]]]}";293;rue de Bercy;43153;Gare de Lyon;73626;Gare de Lyon;GARE DE LYON;75112;Paris 12e;75;
48.6435123604, 1.83187039164;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[1.83270734806337, 48.64356172538752], [1.832042505847156, 48.64308539333432], [1.831733835786286, 48.64326413290357], [1.832476810766485, 48.64371891715268], [1.83270734806337, 48.64356172538752]]], [[[1.831297926360744, 48.643709697431454], [1.83109800947297, 48.643585958508474], [1.830713349758117, 48.643868721009575], [1.830916250387733, 48.64397995410312], [1.831297926360744, 48.643709697431454]]]]}";697;Rambouillet;426895;Rambouillet (Gare);60665;Rambouillet (Gare);RAMBOUILLET;78269;Gazeran;78;Non
48.894989582, 2.4784557841;"{""type"": ""Polygon"", ""coordinates"": [[[2.477946264234992, 48.895118457319505], [2.478408779688579, 48.895058607409936], [2.478974096350837, 48.89482312636692], [2.478945441920812, 48.894801586441545], [2.478353217201801, 48.89502148472648], [2.478089339666066, 48.895065544173555], [2.478002601832125, 48.89507825287367], [2.477919617256865, 48.89507670134042], [2.477946264234992, 48.895118457319505]]]}";80;Bondy;43096;Bondy (Gare);72037;Bondy (Gare);BONDY;93010;Bondy;93;
48.9949007618, 2.36785322876;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.368660072192592, 48.995074473975], [2.368499972053271, 48.994681534334326], [2.368369399708004, 48.99471510802497], [2.368508326159695, 48.994946148751374], [2.368517836930057, 48.99511559999236], [2.368660072192592, 48.995074473975]]], [[[2.368093815738611, 48.9951519113523], [2.367927507261284, 48.99470492971764], [2.367166706896416, 48.994828803478555], [2.367223973083382, 48.99495104105535], [2.367387030841593, 48.99492216041605], [2.367589205865236, 48.99502136936447], [2.367841709484383, 48.995070284466074], [2.368093815738611, 48.9951519113523]]]]}";772;Sarcelles-Saint-Brice;43190;Sarcelles Saint-Brice;66079;Sarcelles Saint-Brice;SARCELLES-SAINT-BRICE;95539;Saint-Brice-sous-Forêt;95;
48.8432587286, 2.13814737171;"{""type"": ""Polygon"", ""coordinates"": [[[2.138526070301429, 48.842993798939105], [2.138515037882358, 48.842963260003984], [2.138343499352559, 48.8428475210907], [2.138250589894105, 48.842909003877494], [2.138085989051239, 48.84292114333429], [2.137792509718161, 48.8431398581651], [2.137713344462371, 48.843130720913926], [2.137424282700955, 48.843343755565726], [2.137444128672845, 48.843440035749744], [2.137483922757979, 48.843486962987065], [2.137541097183689, 48.84351783467567], [2.137627377294212, 48.84353273441853], [2.137685101657655, 48.843530294978336], [2.138053946629408, 48.84346346845654], [2.138351238002716, 48.84345037994685], [2.138824330526873, 48.84353279034236], [2.138854186654938, 48.84355870519022], [2.13890607508414, 48.84354429370934], [2.138806059819452, 48.84338843973008], [2.138564867588022, 48.84314723555623], [2.138526070301429, 48.842993798939105]]]}";372;Celle Saint-Cloud;47880;La Celle-Saint-Cloud (Gare);64251;La Celle-Saint-Cloud (Gare);LA CELLE-SAINT-CLOUD;78126;La Celle-Saint-Cloud;78;Non
48.7993071751, 2.18371567886;"{""type"": ""Polygon"", ""coordinates"": [[[2.18315832041364, 48.79941590646071], [2.183214455603062, 48.799552980450756], [2.184513802152954, 48.79926516099107], [2.184478697294058, 48.79918571719802], [2.184141832166947, 48.799146346150934], [2.183550270479406, 48.79916890419432], [2.183092818712215, 48.7992601388254], [2.18315832041364, 48.79941590646071]]]}";160;Chaville Vélizy;47883;Chaville Vélizy;69487;Chaville Vélizy;CHAVILLE-VELIZY;78686;Viroflay;78;oui
48.9451759881, 2.56768315004;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.568475300704856, 48.94506349769818], [2.568084708774148, 48.94489630944584], [2.568101324141344, 48.94485282795544], [2.567910964646518, 48.94480931461913], [2.56781131873832, 48.944803245094505], [2.567596901425722, 48.94478605493953], [2.567337882449629, 48.94478940263974], [2.567098113610026, 48.94482351290511], [2.566906833832028, 48.944890631731816], [2.566576873606283, 48.944866101540924], [2.566377952342241, 48.94518665240328], [2.566377603679534, 48.945228473100336], [2.566424567839429, 48.945285755970666], [2.566520790113847, 48.945312514362826], [2.566664786896803, 48.945328024762354], [2.566825346166484, 48.945176567803976], [2.566999461590065, 48.94508868702013], [2.567201632253362, 48.945015182151636], [2.567399111690842, 48.94498448824863], [2.567678690258305, 48.94498478373064], [2.568115604300012, 48.94509057134902], [2.568320425397615, 48.94521979197779], [2.568429628397848, 48.945339596292186], [2.568512237128369, 48.945480301621714], [2.568520930144461, 48.945608101735836], [2.568517904969426, 48.945711590400556], [2.568506689031091, 48.945757232489186], [2.568630709411976, 48.94582977167883], [2.568754053159013, 48.94585305668128], [2.56879389265597, 48.945622645661686], [2.568795310087112, 48.94551968805926], [2.56872954454646, 48.94536040364096], [2.568594859153445, 48.945187231159366], [2.568475300704856, 48.94506349769818]]], [[[2.56842524043464, 48.94609891740296], [2.568443533331038, 48.94598112074743], [2.568318710245023, 48.946068117243044], [2.568211345114414, 48.946138068051155], [2.568095446438854, 48.94619277971904], [2.567979643627185, 48.94623608539677], [2.568103504768541, 48.946265046357034], [2.56842524043464, 48.94609891740296]]]]}";850;Vert Galant;46222;Vert Galant;73482;Vert Galant;VERT-GALANT;93078;Villepinte;93;Oui
48.6759498297, 2.35247846833;"{""type"": ""Polygon"", ""coordinates"": [[[2.352928630822355, 48.67597789658393], [2.352854429276756, 48.67593370385498], [2.352699619117801, 48.675898592810924], [2.352235495112827, 48.67576850877689], [2.35210811239868, 48.675840165564], [2.352423526754599, 48.67613889252531], [2.352928630822355, 48.67597789658393]]]}";775;Savigny-sur-Orge;43192;Savigny-sur-Orge (Gare);60987;Savigny-sur-Orge (Gare);SAVIGNY-SUR-ORGE;91589;Savigny-sur-Orge;91;non
48.5321015351, 2.37160918736;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.371915037975804, 48.532194615773726], [2.371849126797628, 48.53202227985606], [2.371790568153499, 48.53204669407712], [2.371801292619722, 48.53209727212597], [2.371842812723493, 48.5322791534582], [2.371893801896543, 48.532346067700345], [2.37193427519107, 48.53234520739984], [2.371915037975804, 48.532194615773726]]], [[[2.371772767094251, 48.53245184602567], [2.371685571732802, 48.532205777251065], [2.371659264257402, 48.53208586944322], [2.371658749229812, 48.53196346481542], [2.371693240121508, 48.53189652454263], [2.371796989825834, 48.531837846006056], [2.371757721298087, 48.53180736705188], [2.371279628817661, 48.532015422854755], [2.371441715214433, 48.532215017132565], [2.371608933370816, 48.53220868091978], [2.371717588000836, 48.53246445376056], [2.371772767094251, 48.53245184602567]]]]}";47;Ballancourt;43087;Ballancourt (Gare);59825;Ballancourt (Gare);BALLANCOURT;91045;Ballancourt-sur-Essonne;91;
48.8436618825, 2.61586425796;"{""type"": ""Polygon"", ""coordinates"": [[[2.615442427103305, 48.8437582473225], [2.615989588348124, 48.8437702128554], [2.616041006866878, 48.84383869389573], [2.616296286396337, 48.843833802105074], [2.616344240878397, 48.8437839861202], [2.61643728257296, 48.84378000133951], [2.616403339327138, 48.843657995893814], [2.615547073865008, 48.84364125597351], [2.61556290583338, 48.84326036427197], [2.61545909210662, 48.8432586029116], [2.615442427103305, 48.8437582473225]]]}";574;Noisiel;44199;Noisiel (Gare);68153;Noisiel (Gare);NOISIEL;77337;Noisiel;77;
48.9718503645, 1.84844265227;"{""type"": ""Polygon"", ""coordinates"": [[[1.847962211999152, 48.971834973736165], [1.848165325324731, 48.97188451307784], [1.848198717998588, 48.97184557300117], [1.848238704316152, 48.971835249688304], [1.84859130708369, 48.971907639339385], [1.848907327619683, 48.97199990257182], [1.848975759468089, 48.971929175726345], [1.848738754090413, 48.97185956244559], [1.848408238725556, 48.9717690625329], [1.848256730904816, 48.97175571055201], [1.847943919210834, 48.971763414383304], [1.847962211999152, 48.971834973736165]]]}";30;Aubergenville-Elisabethville;43070;Aubergenville Elisabethville;65490;Aubergenville Elisabethville (Gare);AUBERGENVILLE-ELISABETHVILLE;78029;Aubergenville;78;
48.5405056692, 2.62378292705;"{""type"": ""Polygon"", ""coordinates"": [[[2.623926542901327, 48.54022308526745], [2.623339157878982, 48.54061798277595], [2.623604330232411, 48.540790578772175], [2.624238222576472, 48.540402697022095], [2.623926542901327, 48.54022308526745]]]}";409;Le Mée;45784;Le Mée-sur-Seine (Gare);62003;Le Mée-sur-Seine (Gare);LE MEE;77285;Le Mée-sur-Seine;77;
